transaction_id,order_date,year,month,quarter,store_id,store_format,region,sales_channel,employee_id,customer_id,customer_segment,category,subcategory,product_id,supplier,base_price_php,unit_cost_php,discount_pct,selling_price_php,quantity_sold,gross_revenue_php,cogs_php,gross_profit_php,gross_margin_pct,shipping_cost_php,delivery_days,promo_type,payment_method,return_flag,return_reason,stock_level,reorder_point,stockout_flag,customer_rating,nps_score,loyalty_points_earned,marketing_spend_php
TXN-101560,2022-12-30,2022,12,Q4,STR-104,Online,Cagayan de Oro,Website,EMP-1007,CUST-11068,Regular,Beauty & Health,Personal Care,PRD-1177,Supplier_A,21861.0,14092.98,0,21861.0,1,21861.0,14092.98,7768.02,35.53,263.98,2,None,Cash,0,None,162,38,0,3.9,9.0,218,1.32
TXN-101561,2023-04-28,2023,4,Q2,STR-113,Express,Pampanga,Third-Party Platform,EMP-1022,CUST-19708,Regular,Toys & Games,Action Figures,PRD-1163,Supplier_F,685.55,501.73,5,651.27,2,1302.54,1003.46,299.08,22.96,291.58,3,Percent Discount,BuyNow PayLater,0,None,338,57,0,5.0,8.0,13,302.4
TXN-101562,2022-01-09,2022,1,Q1,STR-108,Online,Pampanga,Mobile App,EMP-1027,CUST-13135,Churned,Beauty & Health,Personal Care,PRD-1110,Supplier_F,1517.28,883.94,10,1365.55,3,4096.65,2651.82,1444.83,35.27,86.82,3,Percent Discount,Bank Transfer,0,None,253,72,0,3.1,0.0,40,97.05
TXN-101563,2023-09-21,2023,9,Q3,STR-118,Online,NCR,Website,EMP-1099,CUST-18444,At-Risk,Apparel,Footwear,PRD-1069,Supplier_M,3947.26,2441.78,50,1973.63,16,31578.08,39068.48,-7490.4,-23.72,107.39,5,Buy1Get1,Maya,1,Changed Mind,133,22,0,5.0,,315,29.83
TXN-101564,2022-02-16,2022,2,Q1,STR-115,Superstore,Batangas,Website,EMP-1078,CUST-16129,At-Risk,Automotive,Parts,PRD-1081,Supplier_I,1617.36,846.93,0,1617.36,1,1617.36,846.93,770.43,47.64,108.65,14,None,BuyNow PayLater,0,None,164,68,0,4.0,,16,54.38
TXN-101565,2024-10-03,2024,10,Q4,STR-101,Express,Pampanga,In-Store,EMP-1059,CUST-14210,New,Toys & Games,Educational,PRD-1145,Supplier_K,1885.91,1083.71,0,1885.91,5,5657.73,3251.13,2406.6,42.54,0.0,0,None,BuyNow PayLater,0,None,226,74,0,4.5,9.0,56,25.25
TXN-101566,2022-06-24,2022,6,Q2,STR-118,Superstore,Laguna,In-Store,EMP-1063,CUST-16339,Regular,Groceries,Produce,PRD-1092,Supplier_G,1640.77,1021.05,0,1640.77,4,6563.08,4084.2,2478.88,37.77,0.0,0,None,Maya,0,None,72,29,0,3.8,6.0,65,3.54
TXN-101567,2022-04-09,2022,4,Q2,STR-109,Superstore,Davao,Website,EMP-1087,CUST-11133,At-Risk,Automotive,Accessories,PRD-1110,Supplier_E,1295.81,759.35,0,1295.81,13,16845.53,9871.55,6973.98,41.4,205.1,3,None,BuyNow PayLater,0,None,131,36,0,3.5,,168,1.08
TXN-101568,2022-02-01,2022,2,Q1,STR-114,Online,Iloilo,Mobile App,EMP-1030,CUST-17487,Churned,Electronics,Cameras,PRD-1073,Supplier_D,1070.29,709.55,0,1070.29,3,3210.87,2128.65,1082.22,33.7,146.1,5,None,Credit Card,0,None,4,55,1,2.1,,32,14.41
TXN-101569,2022-06-28,2022,6,Q2,STR-107,Express,Cebu,Mobile App,EMP-1041,CUST-13505,Regular,Home & Living,Decor,PRD-1140,Supplier_B,2591.7,1560.75,0,2591.7,1,2591.7,1560.75,1030.95,39.78,148.89,1,None,BuyNow PayLater,0,None,488,39,0,,,25,28.92
TXN-101570,2024-01-09,2024,1,Q1,STR-101,Express,Iloilo,In-Store,EMP-1085,CUST-17343,New,Automotive,Electronics,PRD-1106,Supplier_L,1645.6,1023.59,0,1645.6,5,8228.0,5117.95,3110.05,37.8,0.0,0,Bundle Deal,GCash,0,None,332,53,0,4.2,1.0,82,111.63
TXN-101571,2024-01-28,2024,1,Q1,STR-116,Kiosk,NCR,Third-Party Platform,EMP-1089,CUST-10160,Regular,Beauty & Health,Supplements,PRD-1079,Supplier_F,607.36,360.02,5,576.99,2,1153.98,720.04,433.94,37.6,68.72,7,Percent Discount,GCash,0,None,36,62,1,,1.0,11,676.53
TXN-101572,2023-05-01,2023,5,Q2,STR-113,Superstore,Davao,In-Store,EMP-1032,CUST-10562,Regular,Toys & Games,Outdoor Toys,PRD-1174,Supplier_E,12799.33,7870.15,50,6399.66,3,19198.98,23610.45,-4411.47,-22.98,0.0,0,Flash Sale,Bank Transfer,0,None,209,62,0,4.0,0.0,191,126.21
TXN-101573,2024-03-26,2024,3,Q1,STR-103,Express,Batangas,Third-Party Platform,EMP-1004,CUST-11181,Churned,Home & Living,Bedding,PRD-1137,Supplier_A,7950.55,4274.38,0,7950.55,1,7950.55,4274.38,3676.17,46.24,204.77,14,Loyalty Points,Credit Card,0,None,218,64,0,4.9,10.0,79,404.83
TXN-101574,2023-07-01,2023,7,Q3,STR-114,Express,Cebu,Website,EMP-1004,CUST-15112,VIP,Beauty & Health,Personal Care,PRD-1098,Supplier_I,1537.88,805.66,15,1307.2,1,1307.2,805.66,501.54,38.37,234.0,3,Percent Discount,Credit Card,0,None,5,55,1,4.2,10.0,26,9.6
TXN-101575,2023-10-13,2023,10,Q4,STR-117,Superstore,Laguna,Mobile App,EMP-1090,CUST-19188,New,Home & Living,Furniture,PRD-1032,Supplier_J,1046.26,710.41,0,1046.26,6,3138.78,2131.23,1007.55,32.1,61.9,2,None,Cash,1,Wrong Item,153,23,0,2.9,0.0,31,52.14
TXN-101576,2022-01-30,2022,1,Q1,STR-109,Express,NCR,Website,EMP-1062,CUST-17873,New,Home & Living,Bedding,PRD-1181,Supplier_D,4696.65,2213.82,50,2348.32,16,37573.12,35421.12,2152.0,5.73,108.01,2,Buy1Get1,Bank Transfer,0,None,395,62,0,4.4,1.0,375,3.74
TXN-101577,2022-05-29,2022,5,Q2,STR-103,Superstore,Laguna,In-Store,EMP-1017,,VIP,Electronics,Cameras,PRD-1049,Supplier_G,2963.43,2106.52,0,2963.43,1,2963.43,2106.52,856.91,28.92,0.0,0,None,Maya,0,None,497,23,0,4.3,,59,113.32
TXN-101578,2023-08-04,2023,8,Q3,STR-105,Express,Batangas,In-Store,EMP-1072,CUST-10620,New,Groceries,Frozen,PRD-1059,Supplier_E,2816.88,1923.79,20,2253.5,4,9014.0,7695.16,1318.84,14.63,0.0,0,Percent Discount,Maya,0,None,372,49,0,2.2,6.0,90,17.51
TXN-101579,2022-09-09,2022,9,Q3,STR-117,Online,Iloilo,Mobile App,EMP-1076,CUST-12546,VIP,Electronics,Accessories,PRD-1165,Supplier_E,1159.09,543.69,0,1159.09,2,2318.18,1087.38,1230.8,53.09,203.97,5,Bundle Deal,GCash,0,None,244,35,0,4.4,,46,65.78
TXN-101580,2024-04-18,2024,4,Q2,STR-109,Kiosk,Batangas,Third-Party Platform,EMP-1051,CUST-19781,Churned,Apparel,Outerwear,PRD-1045,Supplier_H,3781.7,2392.49,0,3781.7,2,7563.4,4784.98,2778.42,36.74,119.91,7,Loyalty Points,GCash,0,None,365,74,0,3.8,9.0,75,374.02
TXN-101581,2024-12-13,2024,12,Q4,STR-103,Online,Laguna,Third-Party Platform,EMP-1038,CUST-18492,At-Risk,Automotive,Car Care,PRD-1140,Supplier_B,537.38,379.93,10,483.64,18,7254.6,5698.95,1555.65,21.44,299.36,3,Percent Discount,Cash,0,None,201,73,0,4.0,6.0,72,40.34
TXN-101582,2024-10-11,2024,10,Q4,STR-108,Express,Davao,Third-Party Platform,EMP-1099,CUST-19587,VIP,Apparel,Outerwear,PRD-1029,Supplier_K,2395.39,1548.56,0,2395.39,5,11976.95,7742.8,4234.15,35.35,55.28,14,Loyalty Points,Maya,0,None,381,27,0,4.0,9.0,239,351.67
TXN-101583,2023-02-24,2023,2,Q1,STR-119,Superstore,Davao,In-Store,EMP-1056,CUST-10402,Regular,Apparel,Footwear,PRD-1011,Supplier_M,1320.72,832.06,40,792.43,2,1584.86,1664.12,-79.26,-5.0,0.0,0,Flash Sale,GCash,1,Defective,220,63,0,4.1,4.0,15,1095.07
TXN-101584,2023-02-01,2023,2,Q1,STR-119,Superstore,NCR,In-Store,EMP-1083,CUST-12429,Regular,Sports,Apparel,PRD-1093,Supplier_H,7391.4,4944.65,0,7391.4,1,7391.4,4944.65,2446.75,33.1,0.0,0,None,Credit Card,0,None,480,36,0,3.5,,73,13.58
TXN-101585,2024-10-17,2024,10,Q4,STR-108,Express,Iloilo,Website,EMP-1069,CUST-13022,Regular,Electronics,Cameras,PRD-1045,Supplier_H,2064.04,1248.29,0,2064.04,6,8256.16,4993.16,3263.0,39.52,59.72,5,Loyalty Points,GCash,0,None,387,50,0,4.0,,82,294.55
TXN-101586,2022-05-13,2022,5,Q2,STR-112,Online,Iloilo,Mobile App,EMP-1040,CUST-15730,At-Risk,Apparel,Bottoms,PRD-1141,Supplier_A,2342.74,1516.2,0,2342.74,3,7028.22,4548.6,2479.62,35.28,289.44,2,Bundle Deal,Debit Card,0,None,291,24,0,,9.0,70,325.2
TXN-101587,2024-11-05,2024,11,Q4,STR-114,Online,Cebu,Mobile App,EMP-1068,CUST-14273,Regular,Automotive,Electronics,PRD-1005,Supplier_E,16501.43,7491.59,0,16501.43,1,16501.43,7491.59,9009.84,54.6,256.66,7,Bundle Deal,Bank Transfer,0,None,459,25,0,4.3,1.0,165,10.64
TXN-101588,2022-05-03,2022,5,Q2,STR-108,Express,Pampanga,In-Store,EMP-1043,CUST-11762,Regular,Electronics,Cameras,PRD-1173,Supplier_M,10611.32,5762.53,0,10611.32,4,42445.28,23050.12,19395.16,45.69,0.0,0,Loyalty Points,Credit Card,0,None,226,80,0,5.0,9.0,424,183.04
TXN-101589,2022-10-05,2022,10,Q4,STR-112,Express,Davao,In-Store,EMP-1081,CUST-18471,Churned,Beauty & Health,Haircare,PRD-1031,Supplier_N,629.0,433.72,10,566.1,4,566.1,433.72,132.38,23.38,0.0,0,Percent Discount,Maya,0,None,48,31,0,3.0,8.0,5,371.55
TXN-101590,2022-07-29,2022,7,Q3,STR-105,Express,Cebu,In-Store,EMP-1013,CUST-10804,Regular,Toys & Games,Outdoor Toys,PRD-1123,Supplier_O,1495.57,713.36,0,1495.57,5,7477.85,3566.8,3911.05,52.3,0.0,0,None,Cash,1,Defective,421,77,0,4.1,6.0,74,20.35
TXN-101591,2024-05-14,2024,5,Q2,STR-119,Express,NCR,Mobile App,EMP-1062,CUST-17379,At-Risk,Automotive,Parts,PRD-1123,Supplier_J,1123.26,630.33,0,1123.26,8,8986.08,5042.64,3943.44,43.88,92.58,2,Bundle Deal,Bank Transfer,0,None,387,21,0,4.9,2.0,89,63.66
TXN-101592,2022-01-23,2022,1,Q1,STR-108,Kiosk,NCR,Website,EMP-1064,CUST-10653,New,Apparel,Footwear,PRD-1015,Supplier_F,2376.04,1328.43,0,2376.04,5,11880.2,6642.15,5238.05,44.09,279.53,5,None,Credit Card,0,None,255,75,0,4.4,8.0,118,87.24
TXN-101593,2024-12-15,2024,12,Q4,STR-102,Superstore,Iloilo,Mobile App,EMP-1082,CUST-17279,Regular,Beauty & Health,Personal Care,PRD-1067,Supplier_C,1171.19,847.95,0,1171.19,4,1171.19,847.95,323.24,27.6,108.96,1,Loyalty Points,Cash,0,None,317,70,0,4.7,,11,117.58
TXN-101594,2022-02-04,2022,2,Q1,STR-117,Kiosk,Iloilo,Website,EMP-1077,CUST-10384,Churned,Home & Living,Kitchen,PRD-1017,Supplier_A,1489.73,1050.41,0,1489.73,3,4469.19,3151.23,1317.96,29.49,166.52,7,None,Credit Card,1,Defective,247,54,0,3.4,8.0,44,57.65
TXN-101595,2023-01-07,2023,1,Q1,STR-107,Express,NCR,Third-Party Platform,EMP-1070,CUST-14072,At-Risk,Toys & Games,Puzzles,PRD-1195,Supplier_F,1224.13,668.71,0,1224.13,1,1224.13,668.71,555.42,45.37,104.87,3,None,Cash,0,None,101,51,0,4.7,,12,113.94
TXN-101596,2022-07-30,2022,7,Q3,STR-108,Online,Cagayan de Oro,In-Store,EMP-1059,,New,Home & Living,Bedding,PRD-1064,Supplier_N,2986.86,1914.05,0,2986.86,1,2986.86,1914.05,1072.81,35.92,0.0,0,None,Bank Transfer,0,None,127,40,0,4.4,9.0,29,61.82
TXN-101597,2024-08-18,2024,8,Q3,STR-106,Superstore,Iloilo,Mobile App,EMP-1038,CUST-17525,Regular,Home & Living,Kitchen,PRD-1134,Supplier_A,3981.29,1938.54,0,3981.29,1,3981.29,1938.54,2042.75,51.31,143.98,5,None,Cash,0,None,499,28,0,4.4,,39,30.98
TXN-101598,2022-07-21,2022,7,Q3,STR-105,Express,Laguna,In-Store,EMP-1081,CUST-13928,Regular,Toys & Games,Puzzles,PRD-1044,Supplier_J,1064.77,491.45,40,638.86,1,638.86,491.45,147.41,23.07,0.0,0,Flash Sale,Debit Card,1,Changed Mind,47,79,1,4.0,6.0,6,3.88
TXN-101599,2024-12-31,2024,12,Q4,STR-116,Express,Batangas,Mobile App,EMP-1047,CUST-19519,Regular,Home & Living,Decor,PRD-1085,Supplier_M,1763.89,1058.06,0,1763.89,7,10583.34,6348.36,4234.98,40.02,249.33,3,None,Cash,1,Size Issue,115,80,0,2.8,,105,87.01
TXN-101600,2022-10-31,2022,10,Q4,STR-118,Express,Batangas,Website,EMP-1020,CUST-19280,Regular,Groceries,Dairy,PRD-1086,Supplier_N,4540.93,2213.72,0,4540.93,4,9081.86,4427.44,4654.42,51.25,279.37,5,Loyalty Points,Debit Card,0,None,491,69,0,4.5,7.0,90,17.75
TXN-101601,2024-01-07,2024,1,Q1,STR-108,Kiosk,Laguna,Website,EMP-1004,CUST-16272,Regular,Groceries,Beverages,PRD-1025,Supplier_I,6536.77,3418.97,0,6536.77,1,6536.77,3418.97,3117.8,47.7,298.38,5,None,Bank Transfer,0,None,113,72,0,3.0,7.0,65,169.31
TXN-101602,2024-08-24,2024,8,Q3,STR-101,Express,Cebu,Website,EMP-1064,CUST-11889,Regular,Beauty & Health,Pharmacy,PRD-1161,Supplier_D,2166.69,1336.5,0,2166.69,13,28166.97,17374.5,10792.47,38.32,50.59,3,Bundle Deal,Cash,0,None,191,48,0,2.8,,281,210.49
TXN-101603,2024-02-06,2024,2,Q1,STR-107,Express,Batangas,Mobile App,EMP-1045,CUST-10545,Churned,Home & Living,Lighting,PRD-1178,Supplier_A,5374.45,3067.44,50,2687.22,3,8061.66,9202.32,-1140.66,-14.15,111.39,3,Buy1Get1,Credit Card,0,None,381,39,0,2.9,,80,357.97
TXN-101604,2024-10-25,2024,10,Q4,STR-116,Online,Cebu,Third-Party Platform,EMP-1042,CUST-13497,Regular,Automotive,Accessories,PRD-1027,Supplier_L,615.09,428.07,50,307.55,3,307.55,428.07,-120.52,-39.19,178.47,2,Buy1Get1,GCash,0,None,417,39,0,3.0,3.0,3,91.49
TXN-101605,2023-08-07,2023,8,Q3,STR-115,Express,Cebu,Mobile App,EMP-1020,CUST-19811,New,Apparel,Footwear,PRD-1163,Supplier_F,1259.38,621.19,15,1070.47,6,6422.82,3727.14,2695.68,41.97,219.11,3,Percent Discount,BuyNow PayLater,0,None,473,69,0,3.8,6.0,64,51.06
TXN-101606,2024-08-05,2024,8,Q3,STR-102,Express,Laguna,In-Store,EMP-1067,CUST-17035,Regular,Beauty & Health,Skincare,PRD-1162,Supplier_N,251.1,123.64,0,251.1,5,1255.5,618.2,637.3,50.76,0.0,0,None,Maya,0,None,35,64,1,4.3,,12,46.78
TXN-101607,2023-07-17,2023,7,Q3,STR-110,Kiosk,Pampanga,Third-Party Platform,EMP-1037,CUST-11044,Regular,Sports,Fitness,PRD-1174,Supplier_D,2770.3,1510.09,50,1385.15,2,2770.3,3020.18,-249.88,-9.02,284.43,7,Buy1Get1,BuyNow PayLater,0,None,53,49,0,3.9,,27,61.66
TXN-101608,2022-01-20,2022,1,Q1,STR-117,Online,Iloilo,Mobile App,EMP-1047,CUST-17961,Churned,Automotive,Parts,PRD-1044,Supplier_F,881.06,611.26,30,616.74,1,616.74,611.26,5.48,0.89,215.37,3,Percent Discount,Credit Card,0,None,367,45,0,3.1,3.0,6,43.72
TXN-101609,2024-04-10,2024,4,Q2,STR-114,Online,Batangas,In-Store,EMP-1020,,New,Apparel,Tops,PRD-1015,Supplier_O,8491.11,4156.11,0,8491.11,1,8491.11,4156.11,4335.0,51.05,0.0,0,None,Bank Transfer,0,None,228,23,0,4.1,,84,9.94
TXN-101610,2023-12-29,2023,12,Q4,STR-113,Superstore,Pampanga,Third-Party Platform,EMP-1078,CUST-19093,New,Home & Living,Kitchen,PRD-1006,Supplier_O,1901.54,1310.79,0,1901.54,9,17113.86,11797.11,5316.75,31.07,267.61,14,Loyalty Points,Bank Transfer,0,None,158,21,0,3.7,,171,411.52
TXN-101611,2022-07-25,2022,7,Q3,STR-104,Superstore,Pampanga,Mobile App,EMP-1087,CUST-13178,New,Automotive,Car Care,PRD-1074,Supplier_A,3586.09,1800.94,50,1793.05,5,8965.25,9004.7,-39.45,-0.44,59.19,3,Buy1Get1,GCash,1,Changed Mind,209,44,0,5.0,6.0,89,845.81
TXN-101612,2022-01-04,2022,1,Q1,STR-112,Kiosk,Iloilo,In-Store,EMP-1045,CUST-10462,Churned,Sports,Apparel,PRD-1157,Supplier_H,1278.56,623.86,0,1278.56,1,1278.56,623.86,654.7,51.21,0.0,0,None,Bank Transfer,0,None,66,66,0,3.3,6.0,12,91.22
TXN-101613,2024-08-04,2024,8,Q3,STR-101,Superstore,Iloilo,Mobile App,EMP-1019,CUST-14021,Regular,Beauty & Health,Personal Care,PRD-1027,Supplier_O,6246.56,4606.82,0,6246.56,2,12493.12,9213.64,3279.48,26.25,269.29,5,None,BuyNow PayLater,1,Wrong Item,198,68,0,2.5,,124,32.74
TXN-101614,2024-08-02,2024,8,Q3,STR-119,Online,Cagayan de Oro,Third-Party Platform,EMP-1067,CUST-13367,Regular,Apparel,Tops,PRD-1170,Supplier_F,2957.78,2128.72,0,2957.78,6,17746.68,12772.32,4974.36,28.03,244.96,3,None,Cash,0,None,106,36,0,,7.0,177,62.71
TXN-101615,2024-11-05,2024,11,Q4,STR-109,Superstore,Laguna,In-Store,EMP-1076,,Churned,Toys & Games,Board Games,PRD-1074,Supplier_K,1974.82,1127.15,30,1382.37,1,1382.37,1127.15,255.22,18.46,0.0,0,Flash Sale,Debit Card,0,None,200,70,0,3.1,7.0,13,22.79
TXN-101616,2022-08-20,2022,8,Q3,STR-110,Superstore,Iloilo,Website,EMP-1064,CUST-13269,Regular,Sports,Apparel,PRD-1004,Supplier_I,4211.49,2774.78,0,4211.49,2,8422.98,5549.56,2873.42,34.11,116.0,3,None,Debit Card,0,None,31,24,0,4.0,,84,32.27
TXN-101617,2022-06-12,2022,6,Q2,STR-112,Online,Iloilo,Mobile App,EMP-1000,CUST-13080,Churned,Home & Living,Lighting,PRD-1043,Supplier_G,4861.56,3319.16,50,2430.78,2,4861.56,6638.32,-1776.76,-36.55,299.8,5,Buy1Get1,BuyNow PayLater,0,None,219,74,0,,7.0,48,259.2
TXN-101618,2022-09-02,2022,9,Q3,STR-101,Online,Cebu,Third-Party Platform,EMP-1049,CUST-14346,Regular,Automotive,Accessories,PRD-1164,Supplier_A,12943.98,8465.61,0,12943.98,6,77663.88,50793.66,26870.22,34.6,78.93,2,None,GCash,1,Wrong Item,326,79,0,4.8,2.0,776,11.04
TXN-101619,2023-03-14,2023,3,Q1,STR-118,Kiosk,Cagayan de Oro,Website,EMP-1018,CUST-16316,New,Electronics,Audio,PRD-1092,Supplier_C,1480.98,854.99,0,1480.98,2,2961.96,1709.98,1251.98,42.27,215.33,10,None,Maya,0,None,318,55,0,3.8,5.0,29,3.23
TXN-101620,2022-03-11,2022,3,Q1,STR-112,Online,Batangas,Third-Party Platform,EMP-1067,CUST-10714,VIP,Beauty & Health,Supplements,PRD-1111,Supplier_K,1171.03,770.67,0,1171.03,2,2342.06,1541.34,800.72,34.19,191.4,1,None,Debit Card,0,None,0,70,1,4.4,,46,28.91
TXN-101621,2024-10-11,2024,10,Q4,STR-106,Kiosk,Cagayan de Oro,Third-Party Platform,EMP-1086,CUST-10015,At-Risk,Home & Living,Lighting,PRD-1032,Supplier_H,427.31,319.8,0,427.31,4,1281.93,959.4,322.53,25.16,137.17,2,None,BuyNow PayLater,0,None,315,69,0,4.0,,12,27.42
TXN-101622,2024-01-10,2024,1,Q1,STR-113,Express,Davao,In-Store,EMP-1016,,Churned,Automotive,Parts,PRD-1192,Supplier_A,2883.0,1893.1,0,2883.0,2,5766.0,3786.2,1979.8,34.34,0.0,0,Loyalty Points,Bank Transfer,0,None,103,53,0,2.3,,57,422.18
TXN-101623,2022-04-07,2022,4,Q2,STR-118,Online,Davao,Third-Party Platform,EMP-1012,CUST-11784,VIP,Sports,Footwear,PRD-1051,Supplier_D,1589.2,870.23,30,1112.44,4,4449.76,3480.92,968.84,21.77,271.04,1,Percent Discount,Cash,0,None,370,74,0,4.2,7.0,88,34.85
TXN-101624,2022-10-18,2022,10,Q4,STR-114,Kiosk,Laguna,Website,EMP-1024,CUST-19530,Churned,Home & Living,Kitchen,PRD-1011,Supplier_M,310.17,232.08,40,186.1,3,372.2,464.16,-91.96,-24.71,74.43,5,Flash Sale,Bank Transfer,0,None,125,58,0,3.2,,3,131.78
TXN-101625,2024-05-24,2024,5,Q2,STR-100,Online,Cagayan de Oro,In-Store,EMP-1063,CUST-11289,VIP,Sports,Equipment,PRD-1097,Supplier_M,622.94,308.67,0,622.94,1,622.94,308.67,314.27,50.45,0.0,0,None,Cash,0,None,332,57,0,4.8,0.0,12,53.07
TXN-101626,2023-04-11,2023,4,Q2,STR-113,Express,Batangas,Mobile App,EMP-1054,CUST-19148,New,Beauty & Health,Supplements,PRD-1149,Supplier_O,5409.28,3417.97,25,4056.96,5,20284.8,17089.85,3194.95,15.75,167.08,5,Percent Discount,Credit Card,0,None,29,39,1,5.0,10.0,202,337.97
TXN-101627,2023-01-31,2023,1,Q1,STR-112,Online,Cagayan de Oro,Third-Party Platform,EMP-1011,CUST-16454,Regular,Beauty & Health,Personal Care,PRD-1096,Supplier_K,1187.54,577.78,0,1187.54,3,3562.62,1733.34,1829.28,51.35,273.56,5,Bundle Deal,GCash,0,None,359,26,0,,,35,49.39
TXN-101628,2024-08-15,2024,8,Q3,STR-101,Online,Batangas,In-Store,EMP-1052,CUST-17163,New,Electronics,Cameras,PRD-1083,Supplier_L,7222.43,4773.38,0,7222.43,5,36112.15,23866.9,12245.25,33.91,0.0,0,None,Credit Card,0,None,212,27,0,3.7,7.0,361,29.33
TXN-101629,2024-05-20,2024,5,Q2,STR-102,Express,Davao,In-Store,EMP-1083,,New,Beauty & Health,Pharmacy,PRD-1194,Supplier_L,747.58,386.15,0,747.58,2,1495.16,772.3,722.86,48.35,0.0,0,Loyalty Points,Bank Transfer,0,None,484,61,0,3.4,3.0,14,327.96
TXN-101630,2023-10-09,2023,10,Q4,STR-101,Express,Cebu,In-Store,EMP-1099,CUST-19424,Regular,Toys & Games,Puzzles,PRD-1101,Supplier_C,1098.52,738.87,0,1098.52,4,1098.52,738.87,359.65,32.74,0.0,0,None,BuyNow PayLater,0,None,7,28,1,3.6,,10,68.46
TXN-101631,2023-07-20,2023,7,Q3,STR-117,Kiosk,Pampanga,Mobile App,EMP-1016,CUST-16774,Regular,Groceries,Dairy,PRD-1074,Supplier_E,1433.83,1027.4,50,716.91,5,3584.55,5137.0,-1552.45,-43.31,153.91,5,Flash Sale,Cash,1,Wrong Item,436,38,0,4.1,4.0,35,65.76
TXN-101632,2024-05-01,2024,5,Q2,STR-106,Online,Batangas,Mobile App,EMP-1029,CUST-14669,Regular,Electronics,Laptops,PRD-1121,Supplier_H,414.14,209.22,30,289.9,14,4058.6,2929.08,1129.52,27.83,292.74,2,Percent Discount,GCash,1,Late Delivery,320,44,0,2.5,1.0,40,14.01
TXN-101633,2022-09-20,2022,9,Q3,STR-117,Kiosk,Pampanga,Mobile App,EMP-1060,CUST-13619,Churned,Sports,Footwear,PRD-1078,Supplier_N,798.33,428.17,10,718.5,2,1437.0,856.34,580.66,40.41,129.72,2,Percent Discount,BuyNow PayLater,0,None,253,75,0,1.8,7.0,14,54.1
TXN-101634,2022-03-16,2022,3,Q1,STR-111,Express,Laguna,Website,EMP-1030,CUST-15472,At-Risk,Toys & Games,Educational,PRD-1128,Supplier_I,583.6,364.1,0,583.6,2,1167.2,728.2,439.0,37.61,296.17,3,Loyalty Points,BuyNow PayLater,0,None,17,79,1,,,11,58.79
TXN-101635,2024-06-18,2024,6,Q2,STR-105,Superstore,Iloilo,In-Store,EMP-1048,CUST-19370,Regular,Automotive,Accessories,PRD-1072,Supplier_E,2822.58,1919.62,0,2822.58,1,2822.58,1919.62,902.96,31.99,0.0,0,None,Maya,0,None,318,61,0,4.4,6.0,28,67.2
TXN-101636,2023-02-20,2023,2,Q1,STR-113,Kiosk,Pampanga,Website,EMP-1046,CUST-13198,Regular,Groceries,Beverages,PRD-1101,Supplier_D,1410.57,796.48,0,1410.57,2,2821.14,1592.96,1228.18,43.53,296.61,3,None,Bank Transfer,0,None,236,71,0,3.3,3.0,28,155.97
TXN-101637,2022-03-05,2022,3,Q1,STR-107,Express,Cagayan de Oro,Third-Party Platform,EMP-1012,CUST-19314,Regular,Beauty & Health,Supplements,PRD-1190,Supplier_E,2242.76,1032.52,0,2242.76,1,2242.76,1032.52,1210.24,53.96,261.93,5,Loyalty Points,Cash,0,None,353,48,0,3.1,,22,602.31
TXN-101638,2022-10-08,2022,10,Q4,STR-119,Superstore,Cagayan de Oro,Third-Party Platform,EMP-1048,CUST-18470,Regular,Groceries,Frozen,PRD-1180,Supplier_J,1442.29,1038.67,0,1442.29,17,23076.64,16618.72,6457.92,27.98,188.09,5,None,Maya,0,None,264,54,0,,4.0,230,3.68
TXN-101639,2023-03-12,2023,3,Q1,STR-119,Express,Davao,In-Store,EMP-1006,CUST-19300,Churned,Groceries,Dairy,PRD-1088,Supplier_O,944.74,679.56,0,944.74,12,11336.88,8154.72,3182.16,28.07,0.0,0,None,Cash,0,None,431,77,0,2.5,10.0,113,49.56
TXN-101640,2023-10-31,2023,10,Q4,STR-113,Superstore,Laguna,In-Store,EMP-1015,CUST-19006,New,Toys & Games,Board Games,PRD-1183,Supplier_N,720.21,509.2,0,720.21,12,6481.89,4582.8,1899.09,29.3,0.0,0,None,Maya,0,None,364,33,0,4.1,,64,15.02
TXN-101641,2023-01-26,2023,1,Q1,STR-113,Superstore,Laguna,Third-Party Platform,EMP-1046,CUST-17330,Regular,Sports,Equipment,PRD-1117,Supplier_O,2971.29,1410.41,15,2525.6,2,5051.2,2820.82,2230.38,44.16,205.64,14,Percent Discount,BuyNow PayLater,0,None,230,41,0,4.3,5.0,50,94.75
TXN-101642,2024-12-09,2024,12,Q4,STR-104,Superstore,Laguna,Website,EMP-1026,CUST-12449,New,Beauty & Health,Pharmacy,PRD-1132,Supplier_D,1283.62,845.04,0,1283.62,1,1283.62,845.04,438.58,34.17,79.97,5,Loyalty Points,Credit Card,0,None,251,58,0,3.3,,12,247.37
TXN-101643,2024-07-04,2024,7,Q3,STR-111,Express,Pampanga,Third-Party Platform,EMP-1068,CUST-19615,At-Risk,Electronics,Accessories,PRD-1044,Supplier_N,489.2,266.32,0,489.2,2,978.4,532.64,445.76,45.56,131.02,3,None,Cash,1,Size Issue,421,38,0,4.2,4.0,9,21.56
